-5 5 0
-4 -5 0
-6 -6 0
-6 -6 0
-6 5 0
5 5 0
5 -5 0
-6 -5 0
-4 -4 0
-5 -6 0
-5 5 0
-6 -6 0
-6 5 0
-5 -6 0
-6 -5 0
5 5 0
-4 -6 0
5 -6 0
-6 -4 0
-4 -6 0
13 -13 1
-12 -14 1
-14 13 1
-13 -13 1
13 13 1
-12 -14 1
-12 -13 1
-13 -12 1
13 -12 1
13 -12 1
-14 -14 1
-13 -14 1
-14 -14 1
-14 -13 1
-12 -13 1
13 -13 1
13 -13 1
13 13 1
-13 -14 1
-14 -13 1
-22 -22 2
-21 -21 2
21 -20 2
-21 -20 2
-22 -21 2
21 -20 2
-21 -20 2
-20 -21 2
21 -22 2
21 21 2
21 -20 2
-20 -22 2
-22 -21 2
-20 -22 2
-20 21 2
21 -20 2
21 -22 2
-21 -21 2
-20 21 2
-20 21 2
29 29 3
-29 29 3
29 -28 3
-28 -29 3
-28 -28 3
-29 29 3
-29 -28 3
-30 -29 3
-28 -28 3
29 -29 3
-30 -29 3
-30 -28 3
-29 -29 3
-30 -30 3
29 -28 3
29 -28 3
-29 29 3
-30 29 3
-29 -30 3
-28 -29 3
37 -38 4
-36 37 4
-36 -36 4
-37 -36 4
-38 -38 4
-36 -37 4
-38 37 4
-38 37 4
-36 -36 4
37 -38 4
37 37 4
-36 -36 4
-37 -36 4
-36 -38 4
-37 -36 4
-36 37 4
-37 -36 4
37 -36 4
37 -38 4
-37 -36 4
