4.08591 8.01906
1.71433 -1.03008
0 -0
3.65418 -1.62695
-3.78207 -1.30227
7.21665 -8.30181
2.95833 6.34415
-3.12585 7.36404
-2.44042 -5.48127
4.41474 -2.34736
0.292372 -0.956305
-0 -0
-0 -0
-0.978148 -0.207912
0 -0
2.92311 -0.674853
-8.09017 5.87785
1.21554 6.89365
3.93923 -0.694593
1.43868 1.38932
0.777146 -0.62932
1.61803 1.17557
0 -0
-4.60252 1.95366
-0.358368 0.93358
-8.09017 5.87785
-0.174311 -1.99239
7.79423 4.5
-2.69638 -1.31511
-9.11941 -6.15112
-3.75877 1.36808
-0.766044 0.642788
3.39219 2.11968
0 -0
5.24772 2.90886
-10.6252 2.84701
0.191976 10.9983
2.26413 -1.96818
-3.5967 -3.47329
-0 -0
-5.75472 -5.55727
0.707107 0.707107
-9.11941 6.15112
2.48074 8.65136
3.98478 0.348623
-8.17459 7.36044
-2.95442 -0.520945
-1.84101 0.781462
0.71934 -0.694658
-2.27898 -6.61863
30.7324 -24.0108
37.6302 5.28858
6.25738 39.5075
38.3022 -32.1394
13.618 -35.4761
-10.7499 -37.4892
-22.3569 -45.8385
-34.6482 -34.6482
26.4315 32.6401
-33.8582 -17.2516
-42.6795 -5.24038
21.8164 -39.3579
-7.16418e-15 -39
-16.4107 38.6612
44.6336 11.1284
-25.2339 -27.0601
-38.9711 22.5
-21.7856 -33.5468
13.7819 -48.0631
9.6729 41.8979
-2.30278 43.9397
31.5204 24.6265
-41.0949 -26.6873
-20 34.641
-3.27855 -46.8855
-25.0687 -29.8757
-27.0817 35.9386
26.1427 -40.2562
-37 4.53119e-15
19.4404 41.6902
-26.4734 -33.8845
-37.7168 -4.63104
-26.9971 32.1739
32.0429 18.5
-24.6045 -36.4777
-40.9576 28.6788
2.09344 39.9452
-13.0227 -37.8207
-34.8196 23.4861
-19.5 33.775
-11.1292 -41.5348
31.5034 21.2493
-36.8506 -17.9732
23.3951 -29.9444
-7.53158e-15 -41
41.9424 2.19811
-3.13904 -44.8904
-50.2252 8.85606
-13.2877 -40.8954
18.3031 -41.1095
46.286 8.16146
25.8109 36.8618
-45.825 4.00916
-10.6116 39.603
-33.4565 -37.1572
-32.9672 16.7976
-43.2259 -15.7329
-39.4117 -11.3011
26.1427 -40.2562
-43.9397 2.30278
24.6638 35.2235
-42.8564 -23.7557
38.5788 -25.0534
-9.5763 -35.7393
-32.0539 34.3736
-26.3845 37.681
31.7861 -16.901
39.4175 25.598
-48.9328 -2.56446
37.1586 -17.3273
-29.9336 -21.7481
22.9269 33.9905
-11.8524 -41.3343
-23.3164 37.3141
-26.163 26.163
4.3902 -41.7699
47.2759 -16.2784
-23 -39.8372
28.2137 -38.8328
2.66913 50.9301
37.9942 -0.663191
10.8704 -40.5689
25.2421 32.3084
14.8328 45.6507
-4.7529 38.7093
35.8997 15.2385
-49.6273 -6.09347
-11.0255 38.4505
28.7726 31.9552
25.878 -34.3413
6.25133 -35.4531
1.29128 36.9775
-39.8372 23
12.6697 -38.9933
-19.2883 -39.5469
14.3648 -39.4671
-41.5348 11.1292
28.9487 35.7487
-13.3483 38.7663
-7.09783 -50.5037
