4.08591 8.01906 0
1.71433 -1.03008 0
0 -0 0
3.65418 -1.62695 0
-3.78207 -1.30227 0
7.21665 -8.30181 1
2.95833 6.34415 0
-3.12585 7.36404 0
-2.44042 -5.48127 0
4.41474 -2.34736 0
0.292372 -0.956305 0
-0 -0 0
-0 -0 0
-0.978148 -0.207912 0
0 -0 0
2.92311 -0.674853 0
-8.09017 5.87785 0
1.21554 6.89365 0
3.93923 -0.694593 0
1.43868 1.38932 0
0.777146 -0.62932 0
1.61803 1.17557 1
0 -0 0
-4.60252 1.95366 0
-0.358368 0.93358 0
-8.09017 5.87785 0
-0.174311 -1.99239 0
7.79423 4.5 0
-2.69638 -1.31511 0
-9.11941 -6.15112 0
-3.75877 1.36808 0
-0.766044 0.642788 0
3.39219 2.11968 0
0 -0 0
5.24772 2.90886 0
-10.6252 2.84701 0
0.191976 10.9983 0
2.26413 -1.96818 0
-3.5967 -3.47329 0
-0 -0 0
-5.75472 -5.55727 0
0.707107 0.707107 0
-9.11941 6.15112 0
2.48074 8.65136 0
3.98478 0.348623 0
-8.17459 7.36044 0
-2.95442 -0.520945 0
-1.84101 0.781462 0
0.71934 -0.694658 0
-20.27898 -20.61863 1
30.7324 -20.0108 1
30.6302 50.28858 1
30.3022 -30.1394 1
30.618 -30.4761 1
-15.3412 30.32 1
39.4175 25.598 1
-48.9328 -2.56446 1
37.1586 -17.3273 1
-29.9336 -21.7481 1
22.9269 33.9905 1
-11.8524 -41.3343 1
-23.3164 37.3141 1
-26.163 26.163 1
4.3902 -41.7699 1
47.2759 -16.2784 1
-23 -39.8372 1
28.2137 -38.8328 1
2.66913 50.9301 1
37.9942 -0.663191 1
10.8704 -40.5689 1
25.2421 32.3084 1
14.8328 45.6507 1
-4.7529 38.7093 1
35.8997 15.2385 1
-49.6273 -6.09347 1
-11.0255 38.4505 1
28.7726 31.9552 1
25.878 -34.3413 1
6.25133 -35.4531 1
1.29128 36.9775 1
-39.8372 23 1
12.6697 -38.9933 1
-19.2883 -39.5469 1
14.3648 -39.4671 1
-41.5348 11.1292 1
28.9487 35.7487 1
-13.3483 38.7663 1
-7.09783 -50.5037 1
