4.08591 8.01906 0
1.71433 -1.03008 0
0 -0 0
3.65418 -1.62695 0
-3.78207 -1.30227 0
7.21665 -8.30181 0
2.95833 6.34415 0
-3.12585 7.36404 0
-2.44042 -5.48127 0
4.41474 -2.34736 0
0.292372 -0.956305 0
-0 -0 0
-0 -0 0
-0.978148 -0.207912 0
0 -0 0
2.92311 -0.674853 0
-8.09017 5.87785 0
1.21554 6.89365 0
3.93923 -0.694593 0
1.43868 1.38932 0
0.777146 -0.62932 0
1.61803 1.17557 0
0 -0 0
-4.60252 1.95366 0
-0.358368 0.93358 0
-8.09017 5.87785 0
-0.174311 -1.99239 0
7.79423 4.5 0
-2.69638 -1.31511 0
-9.11941 -6.15112 0
-3.75877 1.36808 0
-0.766044 0.642788 0
3.39219 2.11968 0
0 -0 0
5.24772 2.90886 0
-10.6252 2.84701 0
0.191976 10.9983 0
2.26413 -1.96818 0
-3.5967 -3.47329 0
-0 -0 0
-5.75472 -5.55727 0
0.707107 0.707107 0
-9.11941 6.15112 0
2.48074 8.65136 0
3.98478 0.348623 0
-8.17459 7.36044 0
-2.95442 -0.520945 0
-1.84101 0.781462 0
0.71934 -0.694658 0
-2.27898 -6.61863 0
30.7324 -24.0108 1
37.6302 5.28858 1
6.25738 39.5075 1
38.3022 -32.1394 1
13.618 -35.4761 1
-10.7499 -37.4892 1
-22.3569 -45.8385 1
-34.6482 -34.6482 1
26.4315 32.6401 1
-33.8582 -17.2516 1
-42.6795 -5.24038 1
21.8164 -39.3579 1
-7.16418e-15 -39 1
-16.4107 38.6612 1
44.6336 11.1284 1
-25.2339 -27.0601 1
-38.9711 22.5 1
-21.7856 -33.5468 1
13.7819 -48.0631 1
9.6729 41.8979 1
-2.30278 43.9397 1
31.5204 24.6265 1
-41.0949 -26.6873 1
-20 34.641 1
-3.27855 -46.8855 1
-25.0687 -29.8757 1
-27.0817 35.9386 1
26.1427 -40.2562 1
-37 4.53119e-15 1
19.4404 41.6902 1
-26.4734 -33.8845 1
-37.7168 -4.63104 1
-26.9971 32.1739 1
32.0429 18.5 1
-24.6045 -36.4777 1
-40.9576 28.6788 1
2.09344 39.9452 1
-13.0227 -37.8207 1
-34.8196 23.4861 1
-19.5 33.775 1
-11.1292 -41.5348 1
31.5034 21.2493 1
-36.8506 -17.9732 1
23.3951 -29.9444 1
-7.53158e-15 -41 1
41.9424 2.19811 1
-3.13904 -44.8904 1
-50.2252 8.85606 1
-13.2877 -40.8954 1
18.3031 -41.1095 1
46.286 8.16146 1
25.8109 36.8618 1
-45.825 4.00916 1
-10.6116 39.603 1
-33.4565 -37.1572 1
-32.9672 16.7976 1
-43.2259 -15.7329 1
-39.4117 -11.3011 1
26.1427 -40.2562 1
-43.9397 2.30278 1
24.6638 35.2235 1
-42.8564 -23.7557 1
38.5788 -25.0534 1
-9.5763 -35.7393 1
-32.0539 34.3736 1
-26.3845 37.681 1
31.7861 -16.901 1
39.4175 25.598 1
-48.9328 -2.56446 1
37.1586 -17.3273 1
-29.9336 -21.7481 1
22.9269 33.9905 1
-11.8524 -41.3343 1
-23.3164 37.3141 1
-26.163 26.163 1
4.3902 -41.7699 1
47.2759 -16.2784 1
-23 -39.8372 1
28.2137 -38.8328 1
2.66913 50.9301 1
37.9942 -0.663191 1
10.8704 -40.5689 1
25.2421 32.3084 1
14.8328 45.6507 1
-4.7529 38.7093 1
35.8997 15.2385 1
-49.6273 -6.09347 1
-11.0255 38.4505 1
28.7726 31.9552 1
25.878 -34.3413 1
6.25133 -35.4531 1
1.29128 36.9775 1
-39.8372 23 1
12.6697 -38.9933 1
-19.2883 -39.5469 1
14.3648 -39.4671 1
-41.5348 11.1292 1
28.9487 35.7487 1
-13.3483 38.7663 1
-7.09783 -50.5037 1
67.987 -36.1493 2
-65.5322 -45.8861 2
24.2669 79.3733 2
36.1493 -67.987 2
72.2803 -23.4853 2
25.0304 -77.0356 2
63.8908 48.1452 2
76.5044 -23.3897 2
-74.5736 44.8083 2
46.413 68.8101 2
-54.1634 71.8772 2
-81.9249 -34.7751 2
-42.3935 -67.8438 2
27.236 -70.9521 2
4.76257 90.8753 2
-60.1947 54.1996 2
-84.4199 16.4096 2
-80.8136 29.4137 2
-82.1551 -31.5364 2
26.371 -76.587 2
45.0431 72.0841 2
-34.9794 78.5649 2
89.8796 14.2355 2
-30.1029 78.4208 2
-75.6415 26.0455 2
-64.6649 -43.617 2
7.75686 88.6613 2
23.0349 -85.9674 2
-66.9809 -52.3312 2
84.1728 11.8297 2
-71.1449 42.7482 2
29.7445 77.4872 2
52.3312 -66.9809 2
-39.0432 -76.6266 2
-31.8947 83.0887 2
-73.0836 -32.5389 2
-79.23 -16.8408 2
70.8442 -39.2696 2
-87.9464 -3.07116 2
-76.5044 23.3897 2
18.628 -74.7128 2
9.74955 -79.4037 2
-82.6685 23.7048 2
-77.5485 -15.0739 2
-54.4472 54.4472 2
12.2019 -77.0397 2
43.617 64.6649 2
-80.0839 -33.9936 2
37.2272 -73.0625 2
31.2585 73.6404 2
-53.5304 -59.4516 2
78.594 19.5957 2
12.2019 -77.0397 2
-75.4814 -32.04 2
-62.5826 -60.4353 2
-43.9833 70.388 2
-83.1326 37.013 2
-28.8447 71.3932 2
-64.7214 47.0228 2
18.5041 87.0551 2
-59.7406 61.8632 2
2.89666 82.9494 2
27.9989 81.3146 2
-82.1644 -17.4646 2
70.921 55.4095 2
-69.5399 43.4534 2
78.478 27.0222 2
-45.205 69.6097 2
38.7848 -69.9696 2
51.7251 -71.1935 2
-28.4701 70.466 2
80.8915 -39.4534 2
49.7163 61.3945 2
-82.9874 1.44855 2
82.693 -30.0978 2
38.1352 74.8445 2
-69.6279 -48.754 2
-36.8455 -66.4711 2
-50.5165 -58.1126 2
-88.878 4.6579 2
-9.99329 81.3888 2
-71.3932 -28.8447 2
-64.6649 43.617 2
80.0028 12.6712 2
-83.2056 28.65 2
84.1207 17.8804 2
-68.178 57.2081 2
-8.98945 85.5289 2
-51.7251 71.1935 2
75.3422 -20.1879 2
49.9506 -66.2867 2
-68.5569 -53.5625 2
-89.6175 -15.802 2
-74.6134 -50.3274 2
-86.3832 -16.7912 2
68.8088 -48.1804 2
1.32638 -75.9884 2
17.7711 76.9752 2
85 0 2
-7.93117 90.6537 2
69.6392 -46.9722 2
-71.236 44.5132 2
34.9794 78.5649 2
-5.441 -77.81 2
-24.2561 -84.591 2
-60.7024 -56.6059 2
27.9989 81.3146 2
-78.5823 -41.783 2
69.4306 41.7181 2
82.1922 -11.5514 2
53.5304 -59.4516 2
81.0044 34.3843 2
70.2877 -42.2331 2
-46.6329 74.6282 2
69.4295 -30.912 2
-72.6792 -22.2202 2
-42.7219 -80.3482 2
-18.3861 -73.7425 2
-47.0333 -67.1705 2
2.68726 76.9531 2
-61.1299 -63.3019 2
78.24 20.9643 2
71.1935 -51.7251 2
-11.8297 84.1728 2
78.4208 30.1029 2
81.9249 -34.7751 2
30.912 69.4295 2
-52.4847 60.3768 2
70.133 54.7939 2
-58.1126 50.5165 2
-64.713 -45.3125 2
-17.0963 -74.0521 2
-74.1747 29.9685 2
-40.8591 80.1906 2
-81.7903 39.8918 2
11.1338 79.2214 2
-38.7848 69.9696 2
-89.7808 6.27808 2
88.3366 10.8464 2
-41.8636 66.9958 2
85.9869 1.50091 2
-65.8218 61.3799 2
7.40824 84.6765 2
23.2937 86.9333 2
14.9337 -84.6935 2
15.4555 79.5118 2
73.4681 -40.724 2
39.8918 -81.7903 2
80.392 35.7928 2
-41.6936 75.2173 2
